comment,date_experience,review_score,timestamp,title,user_name
"A good solution when English is not one's first language : it can help you improve your vocabulary and prevent grammar mistakes. However, it might be a bit hurtful for an English speaker",Temps d'utilisation du logiciel : 1 à 5 mois,"4,0",il y a 4 ans,A good help for a non-english worker,Côme
"It is easy to forget simple grammar, so to have this software automatically on when I am writing, provides me with the necessary confidence to write business professionals.",Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 3 ans,Grammarly Business Review,Caroline
super car tout baigne en ce moment et depuis ma secrétariat bouge à merveille tout es nikel et travail pour dix donc je suis gagnant sur toute les lignes,Temps d'utilisation du logiciel : plus de deux ans,"5,0",l’année dernière,AFFAIRES GRAMMATICALES c es du haut niveau,françois
"Grammarly highly improved our communication with partners and clients. Besides, it improved our whole team's writing skills (My review was done using Grammarly).",Temps d'utilisation du logiciel : plus de deux ans,"5,0",l’année dernière,"A proofreading tool that is a total lifesaver, and beyond any regular spell checker",Lawrent
"In terms of overall experience, this software remains a faithful friend to me in the writing of my scientific papers and all my professional communications.",Temps d'utilisation du logiciel : plus d'un an,"5,0",l’année dernière,"What is Grammarly Business? Grammarly Business helps 30,000 teams improve their communication at wor",Utilisateur vérifié
"My overall experience with Grammarly business is very good and I like to work with this kind of tool, it helps me and my collaborators a lot when we work together",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 2 ans,Grammarly business is a very good software in it’s domain,Lenny
"Simpler to use inside internet based projects like Google docs, email, and so on.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 2 ans,Best guide for business composing,Abdellatif
"It's a definent time-saver, while it makes you look like a professional. Let's face it, no matter how good your ideas are, solutions. If they can not be dephired, ""How good are they really""?",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 2 ans,"Grammarly correct, more time spent on development and less on mistakes!",Stephen
Being able to present yourself well as a professional with minimal errors in English.,Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 2 ans,Efficient with some hiccups,Melissa
i was passed a great experience with this amazing compagny,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 2 mois,my Description of my happiness,imad
"Excellent, really a product to recommend even in the free version!",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 2 ans,Wonderful assistant for content creators but not only,Utilisateur vérifié
I have been using Grammarly from months and I have found out that it helps in many ways like,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",l’année dernière,"The best app for writing letters, emails etc.",Prateek
"We love Grammarly, is the only tool with that kind of accuracy.",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 4 ans,The best tool for grammar,Utilisateur vérifié
"Since 2 years, there has not been a single mail or report written without the help of this software. This is really hekpful",Temps d'utilisation du logiciel : plus d'un an,"5,0",l’année dernière,Grammarly Business Review,Kilian
"It´s easy, you just activate the plugin, and whenever and wherever you write it automatically shows up to help you with your grammar!",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 3 ans,Amazing plugin,rocio
A very fun extension that saved me alot of time and trouble.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 3 ans,Grammarly for everyone!,Yasmina
"I have the ability to write better speeches, feedback and overviews with it. Procure quality",Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 2 ans,Your Writing tool,Utilisateur vérifié
"Great so far, nearly a year and really happy about it.",Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 2 ans,One of the best grammar/spelling/plagiarism tools,Marc
"A good solution when English is not one's first language : it can help you improve your vocabulary and prevent grammar mistakes. However, it might be a bit hurtful for an English speaker",Temps d'utilisation du logiciel : 1 à 5 mois,"4,0",il y a 4 ans,A good help for a non-english worker,Côme
"It is easy to forget simple grammar, so to have this software automatically on when I am writing, provides me with the necessary confidence to write business professionals.",Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 3 ans,Grammarly Business Review,Caroline
C’est un outil que l’on déploie sur toute notre clientèle et il s’avère très efficace et garantie la sécurité de nombreuses infrastructures informatiques que nous gérons au quotidien,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 9 mois,Review,Ludovic
Securitizes the usage of my PC and avoids proliferation of viruses within my corporate LAN,Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 5 ans,Protection of my personal PC workstation,Utilisateur vérifié
"It deactivates Windows Defender to get full control over your computer's protection. This is the job of a virus, not an antivirus. I would advise to uninstall it and keep Windows Defender which really does it's job, freely and discreetly.",Temps d'utilisation du logiciel : Essai gratuit,"2,0",il y a 3 ans,No need to pay for this,Edmond
"The business purpose consists for an IT department to make all developer workstations secure enough so that, once the project globally completed, it may pass successfully security checkpoints before going live into production",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 4 ans,Securitization of end users workstations regarding viruses & various infections,Jean-Manuel
Un outil très pratique pour la gestion en comptabilité,Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 5 mois,Agréable pour la gestion,Marion
"My overall experience with NetSuite has been very positive. The platform is easy to use and understand, and the user interface is straightforward and intuitive. The features are comprehensive and allow for a wide range of customization and automation.",Temps d'utilisation du logiciel : Essai gratuit,"4,0",il y a 9 mois,One of the cloud accounting software automates for Business Owner,Vladimir
J'ai utilisé google pay quand j'ai acheté un nouvel ordinateur la 1er fois.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 3 ans,Google Pay = pas de carte physiquement,Alexandro
Très bien,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 11 mois,Satisfaite,Anne
Wallets often propose these activities and other attractions to make people waste time on it while Google Pay does not. They let you decide when to use as you wish. I highly recommend.,Temps d'utilisation du logiciel : plus de deux ans,"4,0",l’année dernière,Safe and convenient e-wallet,Utilisateur vérifié
It saved a very different situation for me whilst travelling. I’m wondering if it could be a guest payment option for my hospitality business.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 7 mois,Couldn’t have managed my trip without it!,Linda
"Je recommande à ceux qui ne veulent pas sortir avec leur carte bleu ou leur porte feuille, Apple Pay permet de gérer tous tes paiements et tu reçois une notifications directement après le paiement.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 3 ans,Je recommande fortement,Florian
Je l'utilise tout les jours pour travailler sur des Demande préalable de travaux ou encore des Permis de construire,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 9 mois,Basic,Katia
"J’ai commencé à utiliser autocad durant mes années universitaire, c’est un outil dont je ne me suis jamais passer autant pour le professionnel que pour le personnel.",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 3 ans,Autocad outil indispensable,Lise
Bon produit pour un rendu optimal,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 8 mois,Concepteur d espace en 3d,marie
Bon logiciel avec un prix resonable donc un bon rapport qualité prix.,Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 11 mois,Très pratique mais apprentissage compliqué,Hippolyte
"Overall, I find AutoCAD to be an excellent tool for my work. Its ease of use, precision, and many functionalities make it an essential program for any designer or engineer. I look forward to continuing to work with it and discovering all the new ways I can use it to create innovative designs.Overall, while I appreciate the many benefits of AutoCAD, there are a few things about the software that I think could be improved. However, I believe that the benefits of the software outweigh the drawbacks, and I will continue to use it as a valuable tool in my work.",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 9 mois,AutoCAD for Civil Engineering Students: My Experience with the Essential Design Tool,elleuch
I have a great experience workking with AutoCAD and i loved it.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",l’année dernière,The ideal software for architects,Utilisateur vérifié
"4 years using it in Survey and mapping, 6 years training users on it, autoCAD is a product which really don't need review, it was at the begining of CAD and it is now well placed in the industry.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 7 ans,Autodesk AutoCAD,Salim
This is a very helpful software for 2D and 3D design that I'ce been us in for years now as well as some clients and collaborators. It permits us to draw fast and accurately and also to export and share our files easily.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Autocad review,Gladys
"J'ai sans cesse dû faire appel au Service Client, la programmation est ardue pour les personnes non familiarisées avec MATLAB. Prévoyez un temps d'adaptation indispensable. 7/10.",Temps d'utilisation du logiciel : 6 à 12 mois,"4,0",l’année dernière,Le logiciel au service des scientifiques.,jean claude
"MATLAB has been my universal tool during all my years of undergraduate and graduate study. I use it whenever I have a smallest simulation and/or data presentation pf physics problems. Light, easy to deploy and easy to read, MATLAB helped me success in my exams and semester projects.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",l’année dernière,Semi-opensource multifunctional software with helpful community,Alexandre Binh Minh
"I performed the frequency response analysis (FRA) on a Kuka robot, then entered the data into Matlab, I was able to obtain frequency curves, which I compared, which allowed me to know if my Kuka robot was vibrating too much to the point of modifying the robot trajectories when cutting the parts.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 9 mois,"In-depth exploration of MATLAB: a review of recent features, applications and trends",Hercilin Novaldi
I have used matlab when i was studying and i kept using it in my work its help me to solve many problems in the work.,Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 2 ans,"""Matlab""nbest programming language and data plot",Wajdi
"Overall, it is the best product with all the capabilities that scientists, mathematicians or engineers need when solving complex technical and mathematical problems.",Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",l’année dernière,"One of the best tools for engineers, scientists and mathematicians",Ahmad reza
Great benefit usine simulink so as to do simulation,Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 2 ans,Cyril matlab ´ review,Cyril
I use MatLab to simulate profiles for medical machines – related to my area. It was an amusing experience.,Temps d'utilisation du logiciel : Essai gratuit,"5,0",il y a 4 ans,My review of MATLAB,Catarina
"It was a good experience, I used it as a student, under my professor's supervision, results were not precisely as we expected, but it gave us preliminary ideas about how our systems behave.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 2 ans,complexity of Matlab,Oussama
Une fois adapté et habitué à pipedrive il facilite la vie quotidienne de CRM,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 10 mois,Crm,Maroun
"En tant que startup, Pipedrive a été un excellent CRM pour notre entreprise. Sa conception conviviale et ses options personnalisables pour la gestion des pipelines et des flux de travail m'en ont facilité l'utilisation. Malgré des problèmes mineurs, j'ai trouvé que Pipedrive était un CRM efficace et efficace.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 9 mois,Mon expérience simple et efficace avec un CRM de démarrage,Nassima
Mon expérience globale avec Pipedrive a été positive. Je crois que cela m'a aidé à rationaliser mon processus de vente et à rester au top de mes tâches.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 8 mois,Transformer les ventes avec Pipedrive : avantages et inconvénients,Paule
"Globalement l'expérience de Pipedrive est bonne. J'avais un profil novice sur les CRM et j'ai facilement pu le prendre en main.On peut, grâce aux rapports pré-définis avoir accès à des metrics intéressante pour analyser nos ventes. Mais cela pourrait aller un peu plus loin.Il y a certainement des améliorations à faire côté ergonomie. Et notamment pour faire des passations entre des équipes Sales -> CS (ce qui a commencé à être fait avec l'arrivée de ""projects"").",Temps d'utilisation du logiciel : 6 à 12 mois,"4,0",il y a 10 mois,Pipedrive : un CRM simple à appréhender !,Utilisateur vérifié
"Globalement j’en suis très content, un CRM très complet et performant pour la gestion de la relation client.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 5 mois,Un bon logiciel pour la gestion des clients,Laurent
Pipedrive a été un excellent ajout à notre boîte à outils de vente.,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 9 mois,CRM convivial : mon expérience avec Pipedrive,Elias
Conquise par ce CRM,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 4 mois,Prospection et CRM,Elise
With Pipedrive I can easily track and manage my leads on a daily basis.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 2 ans,I switched from Hubspot to Pipedrive on a friend's recommendation,Benjamin
"I loved Pipedrive while I was using it as a beginner because of its simplistic nature, but ended up switching after our company grew past 20 employees because it could not meet our demands",Temps d'utilisation du logiciel : plus d'un an,"4,0",l’année dernière,Great choice for small businesses or startups,Maggie
Our team of 10 sales reps have had 5 excellent years using Pipedrive.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",l’année dernière,A great lightweight CRM,Hugo
Very good CRM. Good way to automatise your differents tasks.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Easy to use,Stanislas
"When your needs are basic, and database not too big, it is a good software.",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 3 ans,decent CRM for SMB,Utilisateur vérifié
It's reasonably priced and I use it every day to manage my business.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 3 mois,Easy-to-configure CRM,ousseynou
We use it for deal flow for our fund to select companies in which to invest. Does the job great.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 5 ans,Excellent combination of power and ease of use,Patrick
Une fois adapté et habitué à pipedrive il facilite la vie quotidienne de CRM,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 10 mois,Crm,Maroun
"En tant que startup, Pipedrive a été un excellent CRM pour notre entreprise. Sa conception conviviale et ses options personnalisables pour la gestion des pipelines et des flux de travail m'en ont facilité l'utilisation. Malgré des problèmes mineurs, j'ai trouvé que Pipedrive était un CRM efficace et efficace.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 9 mois,Mon expérience simple et efficace avec un CRM de démarrage,Nassima
Mon expérience globale avec Pipedrive a été positive. Je crois que cela m'a aidé à rationaliser mon processus de vente et à rester au top de mes tâches.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 8 mois,Transformer les ventes avec Pipedrive : avantages et inconvénients,Paule
"Globalement l'expérience de Pipedrive est bonne. J'avais un profil novice sur les CRM et j'ai facilement pu le prendre en main.On peut, grâce aux rapports pré-définis avoir accès à des metrics intéressante pour analyser nos ventes. Mais cela pourrait aller un peu plus loin.Il y a certainement des améliorations à faire côté ergonomie. Et notamment pour faire des passations entre des équipes Sales -> CS (ce qui a commencé à être fait avec l'arrivée de ""projects"").",Temps d'utilisation du logiciel : 6 à 12 mois,"4,0",il y a 10 mois,Pipedrive : un CRM simple à appréhender !,Utilisateur vérifié
"Globalement j’en suis très content, un CRM très complet et performant pour la gestion de la relation client.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 5 mois,Un bon logiciel pour la gestion des clients,Laurent
Pipedrive a été un excellent ajout à notre boîte à outils de vente.,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 9 mois,CRM convivial : mon expérience avec Pipedrive,Elias
Conquise par ce CRM,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 4 mois,Prospection et CRM,Elise
With Pipedrive I can easily track and manage my leads on a daily basis.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 2 ans,I switched from Hubspot to Pipedrive on a friend's recommendation,Benjamin
"I loved Pipedrive while I was using it as a beginner because of its simplistic nature, but ended up switching after our company grew past 20 employees because it could not meet our demands",Temps d'utilisation du logiciel : plus d'un an,"4,0",l’année dernière,Great choice for small businesses or startups,Maggie
Our team of 10 sales reps have had 5 excellent years using Pipedrive.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",l’année dernière,A great lightweight CRM,Hugo
Very good CRM. Good way to automatise your differents tasks.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Easy to use,Stanislas
"When your needs are basic, and database not too big, it is a good software.",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 3 ans,decent CRM for SMB,Utilisateur vérifié
It's reasonably priced and I use it every day to manage my business.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 3 mois,Easy-to-configure CRM,ousseynou
We use it for deal flow for our fund to select companies in which to invest. Does the job great.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 5 ans,Excellent combination of power and ease of use,Patrick
Une fois adapté et habitué à pipedrive il facilite la vie quotidienne de CRM,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 10 mois,Crm,Maroun
"En tant que startup, Pipedrive a été un excellent CRM pour notre entreprise. Sa conception conviviale et ses options personnalisables pour la gestion des pipelines et des flux de travail m'en ont facilité l'utilisation. Malgré des problèmes mineurs, j'ai trouvé que Pipedrive était un CRM efficace et efficace.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 9 mois,Mon expérience simple et efficace avec un CRM de démarrage,Nassima
Mon expérience globale avec Pipedrive a été positive. Je crois que cela m'a aidé à rationaliser mon processus de vente et à rester au top de mes tâches.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 8 mois,Transformer les ventes avec Pipedrive : avantages et inconvénients,Paule
"Globalement l'expérience de Pipedrive est bonne. J'avais un profil novice sur les CRM et j'ai facilement pu le prendre en main.On peut, grâce aux rapports pré-définis avoir accès à des metrics intéressante pour analyser nos ventes. Mais cela pourrait aller un peu plus loin.Il y a certainement des améliorations à faire côté ergonomie. Et notamment pour faire des passations entre des équipes Sales -> CS (ce qui a commencé à être fait avec l'arrivée de ""projects"").",Temps d'utilisation du logiciel : 6 à 12 mois,"4,0",il y a 10 mois,Pipedrive : un CRM simple à appréhender !,Utilisateur vérifié
"Globalement j’en suis très content, un CRM très complet et performant pour la gestion de la relation client.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 5 mois,Un bon logiciel pour la gestion des clients,Laurent
Pipedrive a été un excellent ajout à notre boîte à outils de vente.,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 9 mois,CRM convivial : mon expérience avec Pipedrive,Elias
Conquise par ce CRM,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 4 mois,Prospection et CRM,Elise
With Pipedrive I can easily track and manage my leads on a daily basis.,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 2 ans,I switched from Hubspot to Pipedrive on a friend's recommendation,Benjamin
"I loved Pipedrive while I was using it as a beginner because of its simplistic nature, but ended up switching after our company grew past 20 employees because it could not meet our demands",Temps d'utilisation du logiciel : plus d'un an,"4,0",l’année dernière,Great choice for small businesses or startups,Maggie
Our team of 10 sales reps have had 5 excellent years using Pipedrive.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",l’année dernière,A great lightweight CRM,Hugo
Very good CRM. Good way to automatise your differents tasks.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Easy to use,Stanislas
"When your needs are basic, and database not too big, it is a good software.",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 3 ans,decent CRM for SMB,Utilisateur vérifié
It's reasonably priced and I use it every day to manage my business.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 3 mois,Easy-to-configure CRM,ousseynou
We use it for deal flow for our fund to select companies in which to invest. Does the job great.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 5 ans,Excellent combination of power and ease of use,Patrick
"Mon expérience globale d'utilisation de PandaDoc a été extrêmement positive. La plateforme offre une interface conviviale et intuitive, facilitant la création et la gestion de documents professionnels. Les fonctionnalités avancées telles que le suivi en temps réel, la signature électronique et la gestion des tâches ont considérablement amélioré notre flux de travail et notre productivité. PandaDoc est devenu un outil indispensable pour notre entreprise",Temps d'utilisation du logiciel : Essai gratuit,"4,0",il y a 6 mois,Avantages appréciés et inconvénients à considére,Akram
"Très pratique pour l'envoi de document et signature électronique, je recommande !",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 10 mois,Devenu indispensable pour les signatures,Eliott
Application agréable au quotidien dans son utilisation,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 12 mois,Signature électronique rapide et sécurisée,romain
Le produit me permet de créer et faire signer rapidement des documents et contrats.,Temps d'utilisation du logiciel : 1 à 5 mois,"5,0",il y a 5 mois,Excellent pour la signature de documents électroniques,Charlotte
Je suis très satisfait de cette application qui offre énormément de souplesse dans sa version gratuite,Temps d'utilisation du logiciel : Essai gratuit,"5,0",il y a 2 mois,Logiciel au top,Didier
J'utilise Pandadoc uniquement sur la signature électronique de plusieurs parties,Temps d'utilisation du logiciel : 1 à 5 mois,"4,0",il y a 6 mois,Pandadoc mérite d'être connu,François
"Wonderful product discovering, harsh disappointment on the pricing model.",Temps d'utilisation du logiciel : Essai gratuit,"5,0",il y a 2 ans,Insane product versus obsolete pricing,Cyril
"The product is really good and suitable for a daily basis use. I have still some fears to move from pdf to 100% digital quotes in France because of spam barrier but I know this would open a 50% rise in customer experience with many other possibilities as videos in templates, directly chating with customer inside the doc, all status change...",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 4 ans,Pandadoc feedback from france,Pierre
"It's easy to use, has a lot of features, and is incredibly helpful for managing documents and contracts. It also allows me to easily collaborate with other people and make sure that everyone is on the same page. It's definitely improved my workflow and I'm very happy with it.",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 9 mois,Amazing tool,Prudencia
I really save time with Pandadoc and I also increase the professional aspect of my documents. I also use Pandadoc to build proposals: it gives a positive and innovative image towards my new clients,Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 5 ans,Good professional document management tool,Xavier
It's a great piece of software that perfectly does the job as long as you don't require too much graphic customization.,Temps d'utilisation du logiciel : plus de deux ans,"3,0",l’année dernière,Good product. Possible improvements,Utilisateur vérifié
Faster to create proposals.,Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 7 ans,Great experience - a lot of features are available on premium accounts though which it too bad.,Ann
I have always had someone to reach at support. They are on the ball.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 7 ans,Good value for price and great suppport and communication,Adrienne
"Mon expérience globale d'utilisation de PandaDoc a été extrêmement positive. La plateforme offre une interface conviviale et intuitive, facilitant la création et la gestion de documents professionnels. Les fonctionnalités avancées telles que le suivi en temps réel, la signature électronique et la gestion des tâches ont considérablement amélioré notre flux de travail et notre productivité. PandaDoc est devenu un outil indispensable pour notre entreprise",Temps d'utilisation du logiciel : Essai gratuit,"4,0",il y a 6 mois,Avantages appréciés et inconvénients à considére,Akram
