comment,date_experience,review_score,timestamp,title,user_name
"Expérience global de salesforce positif, il répond à nos attentes et je pense que nous utilisons pas la totalité des fonctionnalités....",Temps d'utilisation du logiciel : plus de deux ans,"4,0",il y a 6 mois,Salesforce un outil qui répond au besoin pour un coup relativement important,Bastien
a mon niveau de consultation tout va bien,Temps d'utilisation du logiciel : plus de deux ans,"3,0",il y a 2 ans,bon logiciel mais mérite d'être plus simple,semi
"Bonne utilisation du logiciel, que je recommande d’ailleurs. Les prévisions des ventes optimisées par l'IA, outils analytics adaptés sont un plus.",Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",il y a 4 semaines,Une aide considérable dans la gestion commerciale,Utilisateur vérifié
Très bonne expérience d'utilisation,Temps d'utilisation du logiciel : 6 à 12 mois,"5,0",l’année dernière,Logiciel CRM très complet,Utilisateur vérifié
"Je vois Salesforce comme un portail qui fait le lien entre le personnel sédentaire et le terrain, cela permet de gagner du temps, dans la recherche de fichiers, d'évènements grâce au calendrier, pour communiquer, c'est très efficace, tout est regroupé sur une seule plateforme. certains points fonctionnels sont à améliorer mais j'apprécie la possibilité d'adapter l'outil aux besoins de l'entreprise.",Temps d'utilisation du logiciel : 1 à 5 mois,"4,0",l’année dernière,mon avis sur Salesforce,Adrien
Bonne expérience avec cette outil de part son utilisation,Temps d'utilisation du logiciel : 6 à 12 mois,"4,0",il y a 3 semaines,Avis Salesforce,belinda
"Utilizzo il software per montare l'andamento dell'intero processo di vendita, identificarne eventuali criticità da superare, e prevedere il raggiungimento del budget. Il software, inoltre, è particolarmente utile per la gestione dei contatti dei clienti.",Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 8 mois,Gestione dettagliata del processo di vendita,Sabrina
"A complete CRM solution, very easy to use, fast and light.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Best CRM tool I've ever used,Bruno
"Je recommande MailChimp, très pratique pour l’envoi d’info",Temps d'utilisation du logiciel : plus d'un an,"5,0",la semaine dernière,Permet de faire des newsletter de qualité,Utilisateur vérifié
"J'ai beaucoup utilisé Mailchimp pour accompagner des clients qui possèdent des blogs, l'intégration avec WordPress est très simple et cela permet d'automatiser assez facilement l'envoi d'e-mail.",Temps d'utilisation du logiciel : plus de deux ans,,il y a 11 mois,Un outils dédié aux emails mais un peu onéreux,Benjamin
"J'utilise Mailchimp avec certains de mes clients. Une fois intégré, ils sont capables de créer facilement des emailing.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Très utile et fonctionnel,Emilie
"Bonne expérience générale. L'outil est bien, il fait le job.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 2 semaines,Bon produit pour du marketing Email,Utilisateur vérifié
"Personnalement, j'ai utilisé Mailchimp durant mon travail dans une entreprise qui diffuse des nouvelles sous forme d'articles dans le secteur de l'informatique.Principalement, Mailchimp nous a aidé afin d'envoyer des newsletters à nos utilisateurs chaque semaine.Donc, Mailchimp nous a permit de créer et configurer facilements des emails créatifs (par des personnes qui n'ont pas un profil technique/informatique).Ainsi, Mailchimp nous a donné de nombreuses analyses qui permettent aux équipes de Marketing de définir des prochaines étapes.",Temps d'utilisation du logiciel : 1 à 5 mois,"3,0",l’année dernière,Outil pour concevoir des emails creatifs et rapides,Utilisateur vérifié
"Premier outils de mailing utilisé, simple et efficace. Cependant pour la personnalisation des messages et l'integration de parametres dynamiques, les fonctionnalités ne sont pas suffisantes.",Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 5 mois,"Fonctionnalités de base du mailing, tres facile à utiliser",Camille
Je suis globalement très satisfait de cet outil,Temps d'utilisation du logiciel : plus d'un an,"4,0",le mois dernier,Expériences d'utilisation de MailChimp,Franck Armel
"Je recommande MailChimp, très pratique pour l’envoi d’info",Temps d'utilisation du logiciel : plus d'un an,"5,0",la semaine dernière,Permet de faire des newsletter de qualité,Utilisateur vérifié
"J'ai beaucoup utilisé Mailchimp pour accompagner des clients qui possèdent des blogs, l'intégration avec WordPress est très simple et cela permet d'automatiser assez facilement l'envoi d'e-mail.",Temps d'utilisation du logiciel : plus de deux ans,,il y a 11 mois,Un outils dédié aux emails mais un peu onéreux,Benjamin
"J'utilise Mailchimp avec certains de mes clients. Une fois intégré, ils sont capables de créer facilement des emailing.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Très utile et fonctionnel,Emilie
"Bonne expérience générale. L'outil est bien, il fait le job.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 2 semaines,Bon produit pour du marketing Email,Utilisateur vérifié
"Personnalement, j'ai utilisé Mailchimp durant mon travail dans une entreprise qui diffuse des nouvelles sous forme d'articles dans le secteur de l'informatique.Principalement, Mailchimp nous a aidé afin d'envoyer des newsletters à nos utilisateurs chaque semaine.Donc, Mailchimp nous a permit de créer et configurer facilements des emails créatifs (par des personnes qui n'ont pas un profil technique/informatique).Ainsi, Mailchimp nous a donné de nombreuses analyses qui permettent aux équipes de Marketing de définir des prochaines étapes.",Temps d'utilisation du logiciel : 1 à 5 mois,"3,0",l’année dernière,Outil pour concevoir des emails creatifs et rapides,Utilisateur vérifié
"Premier outils de mailing utilisé, simple et efficace. Cependant pour la personnalisation des messages et l'integration de parametres dynamiques, les fonctionnalités ne sont pas suffisantes.",Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 5 mois,"Fonctionnalités de base du mailing, tres facile à utiliser",Camille
Je suis globalement très satisfait de cet outil,Temps d'utilisation du logiciel : plus d'un an,"4,0",le mois dernier,Expériences d'utilisation de MailChimp,Franck Armel
"Je recommande MailChimp, très pratique pour l’envoi d’info",Temps d'utilisation du logiciel : plus d'un an,"5,0",la semaine dernière,Permet de faire des newsletter de qualité,Utilisateur vérifié
"J'ai beaucoup utilisé Mailchimp pour accompagner des clients qui possèdent des blogs, l'intégration avec WordPress est très simple et cela permet d'automatiser assez facilement l'envoi d'e-mail.",Temps d'utilisation du logiciel : plus de deux ans,,il y a 11 mois,Un outils dédié aux emails mais un peu onéreux,Benjamin
"J'utilise Mailchimp avec certains de mes clients. Une fois intégré, ils sont capables de créer facilement des emailing.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Très utile et fonctionnel,Emilie
"Bonne expérience générale. L'outil est bien, il fait le job.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 2 semaines,Bon produit pour du marketing Email,Utilisateur vérifié
"Personnalement, j'ai utilisé Mailchimp durant mon travail dans une entreprise qui diffuse des nouvelles sous forme d'articles dans le secteur de l'informatique.Principalement, Mailchimp nous a aidé afin d'envoyer des newsletters à nos utilisateurs chaque semaine.Donc, Mailchimp nous a permit de créer et configurer facilements des emails créatifs (par des personnes qui n'ont pas un profil technique/informatique).Ainsi, Mailchimp nous a donné de nombreuses analyses qui permettent aux équipes de Marketing de définir des prochaines étapes.",Temps d'utilisation du logiciel : 1 à 5 mois,"3,0",l’année dernière,Outil pour concevoir des emails creatifs et rapides,Utilisateur vérifié
"Premier outils de mailing utilisé, simple et efficace. Cependant pour la personnalisation des messages et l'integration de parametres dynamiques, les fonctionnalités ne sont pas suffisantes.",Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 5 mois,"Fonctionnalités de base du mailing, tres facile à utiliser",Camille
Je suis globalement très satisfait de cet outil,Temps d'utilisation du logiciel : plus d'un an,"4,0",le mois dernier,Expériences d'utilisation de MailChimp,Franck Armel
"Je recommande MailChimp, très pratique pour l’envoi d’info",Temps d'utilisation du logiciel : plus d'un an,"5,0",la semaine dernière,Permet de faire des newsletter de qualité,Utilisateur vérifié
"J'ai beaucoup utilisé Mailchimp pour accompagner des clients qui possèdent des blogs, l'intégration avec WordPress est très simple et cela permet d'automatiser assez facilement l'envoi d'e-mail.",Temps d'utilisation du logiciel : plus de deux ans,,il y a 11 mois,Un outils dédié aux emails mais un peu onéreux,Benjamin
"J'utilise Mailchimp avec certains de mes clients. Une fois intégré, ils sont capables de créer facilement des emailing.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Très utile et fonctionnel,Emilie
"Bonne expérience générale. L'outil est bien, il fait le job.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 2 semaines,Bon produit pour du marketing Email,Utilisateur vérifié
"Personnalement, j'ai utilisé Mailchimp durant mon travail dans une entreprise qui diffuse des nouvelles sous forme d'articles dans le secteur de l'informatique.Principalement, Mailchimp nous a aidé afin d'envoyer des newsletters à nos utilisateurs chaque semaine.Donc, Mailchimp nous a permit de créer et configurer facilements des emails créatifs (par des personnes qui n'ont pas un profil technique/informatique).Ainsi, Mailchimp nous a donné de nombreuses analyses qui permettent aux équipes de Marketing de définir des prochaines étapes.",Temps d'utilisation du logiciel : 1 à 5 mois,"3,0",l’année dernière,Outil pour concevoir des emails creatifs et rapides,Utilisateur vérifié
"Premier outils de mailing utilisé, simple et efficace. Cependant pour la personnalisation des messages et l'integration de parametres dynamiques, les fonctionnalités ne sont pas suffisantes.",Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 5 mois,"Fonctionnalités de base du mailing, tres facile à utiliser",Camille
Je suis globalement très satisfait de cet outil,Temps d'utilisation du logiciel : plus d'un an,"4,0",le mois dernier,Expériences d'utilisation de MailChimp,Franck Armel
"Je recommande MailChimp, très pratique pour l’envoi d’info",Temps d'utilisation du logiciel : plus d'un an,"5,0",la semaine dernière,Permet de faire des newsletter de qualité,Utilisateur vérifié
"J'ai beaucoup utilisé Mailchimp pour accompagner des clients qui possèdent des blogs, l'intégration avec WordPress est très simple et cela permet d'automatiser assez facilement l'envoi d'e-mail.",Temps d'utilisation du logiciel : plus de deux ans,,il y a 11 mois,Un outils dédié aux emails mais un peu onéreux,Benjamin
"J'utilise Mailchimp avec certains de mes clients. Une fois intégré, ils sont capables de créer facilement des emailing.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,Très utile et fonctionnel,Emilie
"Bonne expérience générale. L'outil est bien, il fait le job.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 2 semaines,Bon produit pour du marketing Email,Utilisateur vérifié
"Personnalement, j'ai utilisé Mailchimp durant mon travail dans une entreprise qui diffuse des nouvelles sous forme d'articles dans le secteur de l'informatique.Principalement, Mailchimp nous a aidé afin d'envoyer des newsletters à nos utilisateurs chaque semaine.Donc, Mailchimp nous a permit de créer et configurer facilements des emails créatifs (par des personnes qui n'ont pas un profil technique/informatique).Ainsi, Mailchimp nous a donné de nombreuses analyses qui permettent aux équipes de Marketing de définir des prochaines étapes.",Temps d'utilisation du logiciel : 1 à 5 mois,"3,0",l’année dernière,Outil pour concevoir des emails creatifs et rapides,Utilisateur vérifié
"Premier outils de mailing utilisé, simple et efficace. Cependant pour la personnalisation des messages et l'integration de parametres dynamiques, les fonctionnalités ne sont pas suffisantes.",Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 5 mois,"Fonctionnalités de base du mailing, tres facile à utiliser",Camille
Je suis globalement très satisfait de cet outil,Temps d'utilisation du logiciel : plus d'un an,"4,0",le mois dernier,Expériences d'utilisation de MailChimp,Franck Armel
"J'ai eu une expérience largement positive avec Zoho CRM. Cela m'a aidé à rationaliser mon processus de vente, à automatiser les tâches répétitives et à optimiser les interactions avec les clients. La flexibilité et l'évolutivité de la plateforme la rendent adaptée aux entreprises de toutes tailles.",Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 8 mois,Un outil complet mais intuitif,Elias
Zoho CRM aide à gérer facilement un support client et ces divers interaction.,Temps d'utilisation du logiciel : plus d'un an,"5,0",il y a 3 ans,Zoho CRM est très utile,Alexandro
Un bon logiciel de CRM avec une agréable accessibilité.,Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 5 mois,Logiciel de CRM et relation client,Laurent
Simple efficace productive. Bon logiciel pour convertir des leads en affaire,Temps d'utilisation du logiciel : plus d'un an,"4,0",il y a 4 semaines,Zoho description,Utilisateur vérifié
"Je trouve que Zoho CRM apporte d'indéniables satisfactions.( gestion des leads, persuasion, marketing XXL, tableau des ventes à la hausse). Tous ces facteurs positifs vont permettre, (à vous aussi) de développer votre boutique en ligne. J'attribue 8,5/10",Temps d'utilisation du logiciel : plus d'un an,"5,0",l’année dernière,ZOHO CRM le Marketing XXL.,jean claude
Très bon qualité du produits,Temps d'utilisation du logiciel : Essai gratuit,"5,0",l’année dernière,Très bon qualité de produits,Ladji
"I discovered Zoho CRM in 2012 thanks to a very passionate Marketing teacher. Since then, I implemented it, along with Hubspot and ActiveCampaign, in more than 10 startups and SMBs, as a freelancer. Even though I always secreen for better solutions and CRMs, or more relevant in certain contexts, more than 80% of the time Zoho is my recommendation to clients. Very interested in witnessing the development of Zoho in Europe, as the expansion strategy is still quite young",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 3 ans,"An outstanding Platform, backed up by an entire Business OS",Ludovic
Bad experience with users belonging to difference domains.Zoho is not able to manage them,Temps d'utilisation du logiciel : plus de deux ans,"2,0",l’année dernière,User account,Jean Yves
"Overall experience has also been wonderful, even at downtimes, their support has been really very quick to assist us.",Temps d'utilisation du logiciel : plus de deux ans,"5,0",il y a 2 ans,"Very useful, totally liked the product",Yash
